name,province,region,English,French,both,either,neither,total,engperc,frenperc
Rigolet,pr10,Atlantic,305,5,5,305,0,305,100,1.639344262
Postville,pr10,Atlantic,205,0,0,205,0,205,100,0
Makkovik,pr10,Atlantic,360,5,5,360,0,360,100,1.388888889
Hopedale,pr10,Atlantic,550,0,0,550,0,550,100,0
Nain,pr10,Atlantic,1175,5,5,1175,15,1190,98.7394958,0.420168067
Lot 64,pr11,Atlantic,905,40,40,905,0,905,100,4.419889503
Murray Harbour,pr11,Atlantic,320,20,20,320,0,320,100,6.25
Murray River,pr11,Atlantic,335,15,15,335,0,335,100,4.47761194
Lot 63,pr11,Atlantic,915,55,55,915,0,915,100,6.010928962
Lot 61,pr11,Atlantic,795,50,50,795,0,795,100,6.289308176
Lot 59,pr11,Atlantic,1205,80,80,1205,0,1205,100,6.639004149
Lot 66,pr11,Atlantic,190,10,10,190,0,190,100,5.263157895
Lot 51,pr11,Atlantic,770,65,65,770,0,770,100,8.441558442
Lot 52,pr11,Atlantic,800,55,55,800,0,800,100,6.875
Montague,pr11,Atlantic,1825,120,120,1825,0,1825,100,6.575342466
Lot 53,pr11,Atlantic,460,35,35,460,5,465,98.92473118,7.52688172
Cardigan,pr11,Atlantic,330,15,15,330,0,330,100,4.545454545
"Kings, Royalty",pr11,Atlantic,290,10,10,290,0,290,100,3.448275862
Georgetown,pr11,Atlantic,590,15,15,590,80,670,88.05970149,2.23880597
Lot 54,pr11,Atlantic,420,30,30,420,0,420,100,7.142857143
Lot 55,pr11,Atlantic,380,20,20,380,0,380,100,5.263157895
Lot 56,pr11,Atlantic,415,30,30,415,0,415,100,7.228915663
Lot 43,pr11,Atlantic,745,25,25,745,0,745,100,3.355704698
Lot 44,pr11,Atlantic,805,65,65,805,0,805,100,8.074534161
Lot 45,pr11,Atlantic,455,25,25,455,0,455,100,5.494505495
Souris,pr11,Atlantic,1115,50,50,1115,10,1125,99.11111111,4.444444444
Lot 46,pr11,Atlantic,355,20,20,355,0,355,100,5.633802817
Lot 47,pr11,Atlantic,495,20,20,495,0,495,100,4.04040404
Lot 42,pr11,Atlantic,275,10,10,275,0,275,100,3.636363636
Lot 41,pr11,Atlantic,445,30,30,445,0,445,100,6.741573034
St. Peters Bay,pr11,Atlantic,260,20,20,260,0,260,100,7.692307692
Lot 40,pr11,Atlantic,435,20,20,435,0,435,100,4.597701149
Morell,pr11,Atlantic,310,20,20,310,0,310,100,6.451612903
Lot 39,pr11,Atlantic,595,30,30,595,0,595,100,5.042016807
Lot 38,pr11,Atlantic,520,15,15,520,0,520,100,2.884615385
Lot 62,pr11,Atlantic,470,20,20,470,0,470,100,4.255319149
Lot 60,pr11,Atlantic,310,45,45,310,0,310,100,14.51612903
Lot 58,pr11,Atlantic,495,35,35,495,0,495,100,7.070707071
Lot 57,pr11,Atlantic,910,75,75,910,0,910,100,8.241758242
Lot 50,pr11,Atlantic,845,60,60,845,0,845,100,7.100591716
Lot 49,pr11,Atlantic,1075,70,70,1075,0,1075,100,6.511627907
Lot 48,pr11,Atlantic,1910,220,220,1910,0,1910,100,11.51832461
Lot 31,pr11,Atlantic,1630,215,210,1635,0,1635,99.6941896,13.14984709
Lot 65,pr11,Atlantic,2195,255,255,2195,5,2200,99.77272727,11.59090909
Lot 30,pr11,Atlantic,830,95,95,830,0,830,100,11.44578313
Rocky Point 3,pr11,Atlantic,45,5,5,45,0,45,100,11.11111111
Lot 29,pr11,Atlantic,890,45,45,890,0,890,100,5.056179775
Victoria,pr11,Atlantic,105,15,15,105,0,105,100,14.28571429
Meadowbank,pr11,Atlantic,340,50,50,340,0,340,100,14.70588235
Crapaud,pr11,Atlantic,290,20,20,290,0,290,100,6.896551724
Lot 67,pr11,Atlantic,830,70,70,830,0,830,100,8.43373494
Clyde River,pr11,Atlantic,575,45,45,575,0,575,100,7.826086957
Lot 20,pr11,Atlantic,785,75,70,790,0,790,99.36708861,9.493670886
Lot 21,pr11,Atlantic,850,75,75,850,5,855,99.41520468,8.771929825
Miltonvale Park,pr11,Atlantic,1130,130,125,1135,0,1135,99.55947137,11.45374449
Lot 22,pr11,Atlantic,560,75,75,560,0,560,100,13.39285714
Lot 23,pr11,Atlantic,1000,135,135,1000,0,1000,100,13.5
Hunter River,pr11,Atlantic,295,30,30,295,0,295,100,10.16949153
Lot 24,pr11,Atlantic,1655,255,255,1655,0,1655,100,15.40785498
Resort Mun. Stan.B.-Hope R.-Bayv.-Cavend.-N.Rust.,pr11,Atlantic,265,40,40,265,0,265,100,15.09433962
North Rustico,pr11,Atlantic,580,55,55,580,0,580,100,9.482758621
Brackley,pr11,Atlantic,340,35,35,340,0,340,100,10.29411765
Lot 33,pr11,Atlantic,1200,120,120,1200,5,1205,99.58506224,9.958506224
Union Road,pr11,Atlantic,230,20,20,230,0,230,100,8.695652174
Breadalbane,pr11,Atlantic,175,15,15,175,0,175,100,8.571428571
Lot 34,pr11,Atlantic,2575,310,310,2575,0,2575,100,12.03883495
Lot 35,pr11,Atlantic,1645,155,155,1645,0,1645,100,9.422492401
Lot 36,pr11,Atlantic,740,60,60,740,0,740,100,8.108108108
Scotchfort 4,pr11,Atlantic,150,5,5,150,0,150,100,3.333333333
Lot 37,pr11,Atlantic,580,25,25,580,0,580,100,4.310344828
Mount Stewart,pr11,Atlantic,230,15,15,230,0,230,100,6.52173913
Winsloe South,pr11,Atlantic,220,20,20,220,0,220,100,9.090909091
Warren Grove,pr11,Atlantic,365,30,30,365,0,365,100,8.219178082
Charlottetown,pr11,Atlantic,33030,4330,4295,33065,540,33605,98.2889451,12.88498735
Stratford,pr11,Atlantic,8525,1390,1385,8530,40,8570,99.47491249,16.21936989
Cornwall,pr11,Atlantic,5150,800,795,5155,10,5165,99.70958374,15.48886738
Lot 28,pr11,Atlantic,875,45,45,875,0,875,100,5.142857143
Borden-Carleton,pr11,Atlantic,745,35,35,745,0,745,100,4.697986577
Lot 27,pr11,Atlantic,805,45,45,805,0,805,100,5.590062112
Kinkora,pr11,Atlantic,335,20,20,335,5,340,98.52941176,5.882352941
Lot 26,pr11,Atlantic,1035,65,65,1035,0,1035,100,6.280193237
Central Bedeque,pr11,Atlantic,165,15,15,165,0,165,100,9.090909091
Lot 25,pr11,Atlantic,1180,100,100,1180,0,1180,100,8.474576271
Lot 19,pr11,Atlantic,1905,150,150,1905,0,1905,100,7.874015748
Bedeque,pr11,Atlantic,145,10,10,145,0,145,100,6.896551724
Kensington,pr11,Atlantic,1485,100,100,1485,0,1485,100,6.734006734
Lot 18,pr11,Atlantic,1055,80,80,1055,0,1055,100,7.582938389
Sherbrooke,pr11,Atlantic,170,25,25,170,0,170,100,14.70588235
Lot 17,pr11,Atlantic,545,90,90,545,0,545,100,16.51376147
Linkletter,pr11,Atlantic,320,30,30,320,0,320,100,9.375
Miscouche,pr11,Atlantic,860,165,165,860,0,860,100,19.18604651
Summerside,pr11,Atlantic,14450,1970,1950,14470,15,14485,99.75837073,13.60027615
Lot 15,pr11,Atlantic,1105,835,820,1120,0,1120,98.66071429,74.55357143
Abrams Village,pr11,Atlantic,255,235,220,270,0,270,94.44444444,87.03703704
Lot 16,pr11,Atlantic,735,215,210,740,0,740,99.32432432,29.05405405
Wellington,pr11,Atlantic,375,250,245,380,0,380,98.68421053,65.78947368
Lot 14,pr11,Atlantic,760,210,205,765,0,765,99.34640523,27.45098039
Lot 13,pr11,Atlantic,715,70,65,720,0,720,99.30555556,9.722222222
Tyne Valley,pr11,Atlantic,210,15,15,210,0,210,100,7.142857143
Lot 12,pr11,Atlantic,870,40,40,870,0,870,100,4.597701149
Lennox Island 1,pr11,Atlantic,295,5,5,295,0,295,100,1.694915254
Lot 11,pr11,Atlantic,500,40,40,500,0,500,100,8
Lot 10,pr11,Atlantic,320,25,25,320,0,320,100,7.8125
Lot  6,pr11,Atlantic,825,80,80,825,0,825,100,9.696969697
O Leary,pr11,Atlantic,745,45,45,745,0,745,100,6.040268456
Lot  9,pr11,Atlantic,305,15,15,305,0,305,100,4.918032787
Lot  8,pr11,Atlantic,595,40,35,600,0,600,99.16666667,6.666666667
Lot  7,pr11,Atlantic,475,35,35,475,0,475,100,7.368421053
Lot  5,pr11,Atlantic,1340,150,150,1340,0,1340,100,11.19402985
Lot  4,pr11,Atlantic,1100,105,105,1100,0,1100,100,9.545454545
Alberton,pr11,Atlantic,1055,80,80,1055,0,1055,100,7.582938389
Lot  3,pr11,Atlantic,865,110,110,865,0,865,100,12.71676301
Lot  2,pr11,Atlantic,1480,440,430,1490,0,1490,99.32885906,29.53020134
St. Louis,pr11,Atlantic,50,15,15,50,0,50,100,30
Lot  1,pr11,Atlantic,1785,385,385,1785,0,1785,100,21.56862745
Tignish,pr11,Atlantic,775,165,165,775,0,775,100,21.29032258
Miminegash,pr11,Atlantic,170,25,25,170,0,170,100,14.70588235
Barrington,pr12,Atlantic,6960,375,375,6960,5,6965,99.92821249,5.384063173
Clark s Harbour,pr12,Atlantic,825,30,30,825,0,825,100,3.636363636
Shelburne,pr12,Atlantic,4345,170,170,4345,0,4345,100,3.912543153
Shelburne,pr12,Atlantic,1680,90,90,1680,0,1680,100,5.357142857
Lockeport,pr12,Atlantic,540,20,20,540,0,540,100,3.703703704
Argyle,pr12,Atlantic,8185,5165,5135,8215,0,8215,99.63481436,62.87279367
Yarmouth,pr12,Atlantic,10020,1670,1665,10025,0,10025,99.95012469,16.65835411
Yarmouth,pr12,Atlantic,6540,1070,1065,6545,5,6550,99.84732824,16.33587786
Clare,pr12,Atlantic,8020,6160,6035,8145,20,8165,98.22412737,75.44396816
Digby,pr12,Atlantic,7455,725,720,7460,0,7460,99.93297587,9.71849866
Digby,pr12,Atlantic,2050,195,195,2050,5,2055,99.756691,9.489051095
Bear River 6,pr12,Atlantic,105,0,0,105,0,105,100,0
Queens,pr12,Atlantic,10770,440,435,10775,5,10780,99.90723562,4.081632653
"Annapolis, Subd. D",pr12,Atlantic,2895,230,225,2900,5,2905,99.65576592,7.917383821
"Annapolis, Subd. A",pr12,Atlantic,5935,340,335,5940,0,5940,99.91582492,5.723905724
Annapolis Royal,pr12,Atlantic,480,65,65,480,0,480,100,13.54166667
"Annapolis, Subd. B",pr12,Atlantic,3485,235,235,3485,5,3490,99.85673352,6.733524355
Bridgetown,pr12,Atlantic,945,80,80,945,0,945,100,8.465608466
"Annapolis, Subd. C",pr12,Atlantic,5005,345,335,5015,5,5020,99.70119522,6.87250996
Middleton,pr12,Atlantic,1675,110,110,1675,0,1675,100,6.567164179
Lunenburg,pr12,Atlantic,24980,1325,1315,24990,10,25000,99.92,5.3
Bridgewater,pr12,Atlantic,8080,555,555,8080,5,8085,99.93815708,6.864564007
Lunenburg,pr12,Atlantic,2155,200,200,2155,0,2155,100,9.280742459
Mahone Bay,pr12,Atlantic,885,100,100,885,0,885,100,11.29943503
Chester,pr12,Atlantic,10555,645,640,10560,5,10565,99.90534785,6.10506389
Gold River 21,pr12,Atlantic,75,0,0,75,0,75,100,0
"Kings, Subd. A",pr12,Atlantic,21745,2075,2000,21820,15,21835,99.58781772,9.503091367
Cambridge 32,pr12,Atlantic,145,5,5,145,0,145,100,3.448275862
Berwick,pr12,Atlantic,2260,170,170,2260,0,2260,100,7.522123894
"Kings, Subd. C",pr12,Atlantic,8250,625,625,8250,15,8265,99.8185118,7.562008469
Kentville,pr12,Atlantic,5895,645,645,5895,5,5900,99.91525424,10.93220339
"Kings, Subd. B",pr12,Atlantic,11950,605,605,11950,30,11980,99.74958264,5.050083472
"Kings, Subd. D",pr12,Atlantic,5140,330,325,5145,5,5150,99.80582524,6.40776699
Wolfville,pr12,Atlantic,4140,545,545,4140,10,4150,99.75903614,13.13253012
Glooscap 35,pr12,Atlantic,60,0,0,60,0,60,100,0
West Hants,pr12,Atlantic,14120,650,645,14125,10,14135,99.89388044,4.598514326
Windsor,pr12,Atlantic,3490,230,225,3495,0,3495,99.85693848,6.580829757
Hantsport,pr12,Atlantic,1145,40,40,1145,0,1145,100,3.493449782
East Hants,pr12,Atlantic,22020,1505,1500,22025,75,22100,99.63800905,6.809954751
Indian Brook 14,pr12,Atlantic,1080,10,10,1080,0,1080,100,0.925925926
Cole Harbour 30,pr12,Atlantic,200,20,20,200,0,200,100,10
Halifax,pr12,Atlantic,384630,46765,46385,385010,1190,386200,99.59347488,12.10901088
"Colchester, Subd. C",pr12,Atlantic,13265,640,640,13265,5,13270,99.96232102,4.822908817
Stewiacke,pr12,Atlantic,1435,55,55,1435,0,1435,100,3.832752613
Millbrook 27,pr12,Atlantic,780,20,15,785,0,785,99.36305732,2.547770701
Truro,pr12,Atlantic,11810,845,845,11810,15,11825,99.87315011,7.145877378
"Colchester, Subd. B",pr12,Atlantic,19450,1115,1110,19455,10,19465,99.92293861,5.728230157
"Colchester, Subd. A",pr12,Atlantic,3640,130,130,3640,5,3645,99.86282579,3.566529492
"Cumberland, Subd. A",pr12,Atlantic,2120,45,45,2120,0,2120,100,2.122641509
Parrsboro,pr12,Atlantic,1290,55,55,1290,0,1290,100,4.263565891
"Cumberland, Subd. B",pr12,Atlantic,3575,125,120,3580,0,3580,99.8603352,3.491620112
Springhill,pr12,Atlantic,3405,120,115,3410,0,3410,99.85337243,3.519061584
"Cumberland, Subd. C",pr12,Atlantic,5305,310,305,5310,5,5315,99.81185325,5.832549389
Amherst,pr12,Atlantic,9540,610,610,9540,0,9540,100,6.394129979
Oxford,pr12,Atlantic,1100,60,60,1100,0,1100,100,5.454545455
"Cumberland, Subd. D",pr12,Atlantic,4100,140,135,4105,0,4105,99.87819732,3.41047503
"Pictou, Subd. A",pr12,Atlantic,6355,365,365,6355,30,6385,99.53014879,5.716523101
Pictou,pr12,Atlantic,3275,185,185,3275,0,3275,100,5.648854962
"Pictou, Subd. B",pr12,Atlantic,5830,250,250,5830,5,5835,99.9143102,4.284490146
Westville,pr12,Atlantic,3785,115,115,3785,0,3785,100,3.038309115
Stellarton,pr12,Atlantic,4465,240,240,4465,0,4465,100,5.375139978
"Pictou, Subd. C",pr12,Atlantic,8855,375,375,8855,5,8860,99.94356659,4.232505643
New Glasgow,pr12,Atlantic,9265,550,545,9270,10,9280,99.83836207,5.926724138
Trenton,pr12,Atlantic,2610,75,75,2610,0,2610,100,2.873563218
Fisher s Grant 24,pr12,Atlantic,470,15,15,470,0,470,100,3.191489362
St. Mary s,pr12,Atlantic,2315,60,60,2315,0,2315,100,2.591792657
Guysborough,pr12,Atlantic,4135,185,185,4135,0,4135,100,4.474002418
Canso,pr12,Atlantic,780,15,15,780,0,780,100,1.923076923
Mulgrave,pr12,Atlantic,795,20,20,795,0,795,100,2.51572327
"Antigonish, Subd. A",pr12,Atlantic,8235,700,695,8240,5,8245,99.87871437,8.489993936
Antigonish,pr12,Atlantic,4390,455,455,4390,10,4400,99.77272727,10.34090909
"Antigonish, Subd. B",pr12,Atlantic,6430,835,830,6435,0,6435,99.92229992,12.97591298
Pomquet And Afton 23,pr12,Atlantic,380,5,5,380,0,380,100,1.315789474
"Inverness, Subd. C",pr12,Atlantic,3315,235,230,3320,0,3320,99.84939759,7.078313253
Port Hawkesbury,pr12,Atlantic,3305,415,415,3305,5,3310,99.8489426,12.53776435
"Inverness, Subd. B",pr12,Atlantic,5040,150,145,5045,0,5045,99.90089197,2.973240833
Whycocomagh 2,pr12,Atlantic,800,5,5,800,0,800,100,0.625
"Inverness, Subd. A",pr12,Atlantic,5095,2665,2565,5195,0,5195,98.07507218,51.29932628
"Richmond, Subd. C",pr12,Atlantic,3235,2010,1995,3250,5,3255,99.38556068,61.75115207
"Richmond, Subd. A",pr12,Atlantic,3855,860,850,3865,5,3870,99.6124031,22.22222222
"Richmond, Subd. B",pr12,Atlantic,1570,335,335,1570,0,1570,100,21.33757962
Chapel Island 5,pr12,Atlantic,480,5,5,480,0,480,100,1.041666667
Membertou 28B,pr12,Atlantic,915,15,15,915,0,915,100,1.639344262
Eskasoni 3,pr12,Atlantic,3275,25,25,3275,30,3305,99.09228442,0.756429652
Cape Breton,pr12,Atlantic,95800,4105,4085,95820,60,95880,99.91656237,4.281393408
"Victoria, Subd. B",pr12,Atlantic,3825,140,140,3825,5,3830,99.8694517,3.65535248
Wagmatcook 1,pr12,Atlantic,515,0,0,515,0,515,100,0
"Victoria, Subd. A",pr12,Atlantic,2745,80,80,2745,0,2745,100,2.9143898
Saint Martins,pr13,Atlantic,1145,85,85,1145,0,1145,100,7.423580786
St. Martins,pr13,Atlantic,315,20,20,315,0,315,100,6.349206349
Simonds,pr13,Atlantic,3820,410,405,3825,0,3825,99.86928105,10.71895425
Saint John,pr13,Atlantic,68505,9180,9095,68590,225,68815,99.54951682,13.3401148
Musquash,pr13,Atlantic,1190,120,120,1190,0,1190,100,10.08403361
Grand Manan,pr13,Atlantic,165,5,5,165,0,165,100,3.03030303
Campobello Island,pr13,Atlantic,900,25,25,900,0,900,100,2.777777778
West Isles,pr13,Atlantic,730,25,25,730,0,730,100,3.424657534
Lepreau,pr13,Atlantic,750,65,65,750,5,755,99.33774834,8.609271523
Pennfield,pr13,Atlantic,2190,155,155,2190,5,2195,99.77220957,7.061503417
Blacks Harbour,pr13,Atlantic,945,95,90,950,5,955,98.95287958,9.947643979
Clarendon,pr13,Atlantic,55,0,0,55,0,55,100,0
Saint George,pr13,Atlantic,2465,135,135,2465,0,2465,100,5.476673428
St. George,pr13,Atlantic,1515,155,155,1515,20,1535,98.6970684,10.09771987
Saint Patrick,pr13,Atlantic,650,45,45,650,0,650,100,6.923076923
Saint Andrews,pr13,Atlantic,585,70,65,590,0,590,99.15254237,11.86440678
Saint Andrews,pr13,Atlantic,1835,285,285,1835,5,1840,99.72826087,15.48913043
Saint Croix,pr13,Atlantic,615,45,45,615,0,615,100,7.317073171
Dufferin,pr13,Atlantic,575,60,60,575,0,575,100,10.43478261
Saint Stephen,pr13,Atlantic,1950,130,130,1950,0,1950,100,6.666666667
St. Stephen,pr13,Atlantic,4715,525,520,4720,10,4730,99.68287526,11.09936575
Saint James,pr13,Atlantic,1235,55,55,1235,0,1235,100,4.453441296
Saint David,pr13,Atlantic,1580,130,130,1580,0,1580,100,8.227848101
Dumbarton,pr13,Atlantic,370,15,15,370,0,370,100,4.054054054
Grand Manan,pr13,Atlantic,2345,105,105,2345,0,2345,100,4.47761194
Blissville,pr13,Atlantic,925,60,60,925,0,925,100,6.486486486
Gladstone,pr13,Atlantic,485,65,65,485,0,485,100,13.40206186
Tracy,pr13,Atlantic,610,35,35,610,0,610,100,5.737704918
Fredericton Junction,pr13,Atlantic,720,70,70,720,0,720,100,9.722222222
Lincoln,pr13,Atlantic,6420,1160,1130,6450,0,6450,99.53488372,17.98449612
Burton,pr13,Atlantic,5355,870,820,5405,0,5405,99.07493062,16.09620722
Oromocto,pr13,Atlantic,8630,2305,2020,8915,5,8920,96.74887892,25.84080717
Oromocto 26,pr13,Atlantic,285,5,5,285,0,285,100,1.754385965
Sheffield,pr13,Atlantic,855,85,85,855,0,855,100,9.941520468
Maugerville,pr13,Atlantic,1775,285,285,1775,0,1775,100,16.05633803
Northfield,pr13,Atlantic,645,50,50,645,0,645,100,7.751937984
Petersville,pr13,Atlantic,710,85,75,720,0,720,98.61111111,11.80555556
Gagetown,pr13,Atlantic,320,30,30,320,5,325,98.46153846,9.230769231
Gagetown,pr13,Atlantic,630,80,80,630,0,630,100,12.6984127
Hampstead,pr13,Atlantic,290,20,20,290,0,290,100,6.896551724
Wickham,pr13,Atlantic,415,30,30,415,0,415,100,7.228915663
Cambridge,pr13,Atlantic,570,40,40,570,0,570,100,7.01754386
Cambridge-Narrows,pr13,Atlantic,625,55,55,625,0,625,100,8.8
Johnston,pr13,Atlantic,660,55,55,660,0,660,100,8.333333333
Brunswick,pr13,Atlantic,190,35,30,195,0,195,97.43589744,17.94871795
Waterborough,pr13,Atlantic,845,65,60,850,0,850,99.41176471,7.647058824
Canning,pr13,Atlantic,950,110,110,950,0,950,100,11.57894737
Minto,pr13,Atlantic,2470,330,330,2470,0,2470,100,13.36032389
Chipman,pr13,Atlantic,960,50,50,960,0,960,100,5.208333333
Chipman,pr13,Atlantic,1235,75,75,1235,0,1235,100,6.072874494
Hammond,pr13,Atlantic,290,15,15,290,0,290,100,5.172413793
Upham,pr13,Atlantic,1300,110,110,1300,0,1300,100,8.461538462
Hampton,pr13,Atlantic,2735,355,355,2735,5,2740,99.81751825,12.95620438
Hampton,pr13,Atlantic,4275,770,770,4275,5,4280,99.88317757,17.99065421
Rothesay,pr13,Atlantic,345,65,65,345,0,345,100,18.84057971
Westfield,pr13,Atlantic,2080,230,225,2085,0,2085,99.76019185,11.03117506
Kingston,pr13,Atlantic,2930,355,355,2930,0,2930,100,12.11604096
Grand Bay-Westfield,pr13,Atlantic,5095,785,780,5100,5,5105,99.80411361,15.37708129
Norton,pr13,Atlantic,1285,160,160,1285,0,1285,100,12.45136187
Norton,pr13,Atlantic,1290,115,115,1290,0,1290,100,8.914728682
Sussex,pr13,Atlantic,2515,330,330,2515,0,2515,100,13.12127237
Sussex,pr13,Atlantic,4215,530,530,4215,5,4220,99.88151659,12.55924171
Sussex Corner,pr13,Atlantic,1495,185,185,1495,0,1495,100,12.37458194
Waterford,pr13,Atlantic,460,65,65,460,0,460,100,14.13043478
Cardwell,pr13,Atlantic,1410,165,165,1410,0,1410,100,11.70212766
Havelock,pr13,Atlantic,1160,135,135,1160,0,1160,100,11.63793103
Studholm,pr13,Atlantic,3555,415,415,3555,0,3555,100,11.67369902
Springfield,pr13,Atlantic,1640,180,180,1640,0,1640,100,10.97560976
Kars,pr13,Atlantic,400,45,40,405,0,405,98.7654321,11.11111111
Greenwich,pr13,Atlantic,1040,65,65,1040,0,1040,100,6.25
Rothesay,pr13,Atlantic,11920,2445,2440,11925,20,11945,99.79070741,20.4688154
Quispamsis,pr13,Atlantic,17670,3705,3660,17715,15,17730,99.66159052,20.89678511
Hopewell,pr13,Atlantic,640,60,60,640,0,640,100,9.375
Riverside-Albert,pr13,Atlantic,305,15,15,305,0,305,100,4.918032787
Harvey,pr13,Atlantic,370,45,45,370,0,370,100,12.16216216
Alma,pr13,Atlantic,230,35,35,230,0,230,100,15.2173913
Elgin,pr13,Atlantic,965,110,110,965,0,965,100,11.39896373
Hillsborough,pr13,Atlantic,1395,165,165,1395,5,1400,99.64285714,11.78571429
Coverdale,pr13,Atlantic,4405,850,845,4410,0,4410,99.88662132,19.27437642
Riverview,pr13,Atlantic,18905,5090,5050,18945,5,18950,99.76253298,26.86015831
Hillsborough,pr13,Atlantic,1345,155,155,1345,0,1345,100,11.52416357
Westmorland,pr13,Atlantic,965,105,105,965,0,965,100,10.88082902
Port Elgin,pr13,Atlantic,390,50,50,390,0,390,100,12.82051282
Botsford,pr13,Atlantic,1070,120,120,1070,5,1075,99.53488372,11.1627907
Beaubassin East    Beaubassin-est,pr13,Atlantic,5680,5400,4880,6200,5,6205,91.53908139,87.02659146
Cap-Pelé,pr13,Atlantic,1985,1990,1755,2220,10,2230,89.01345291,89.23766816
Sackville,pr13,Atlantic,1325,205,195,1335,0,1335,99.25093633,15.35580524
Sackville,pr13,Atlantic,5400,1150,1150,5400,10,5410,99.81515712,21.25693161
Dorchester,pr13,Atlantic,465,130,120,475,0,475,97.89473684,27.36842105
Dorchester,pr13,Atlantic,490,65,65,490,0,490,100,13.26530612
Memramcook,pr13,Atlantic,4385,4265,3870,4780,0,4780,91.73640167,89.22594142
Fort Folly 1,pr13,Atlantic,45,5,5,45,0,45,100,11.11111111
Shediac,pr13,Atlantic,4715,3375,3190,4900,0,4900,96.2244898,68.87755102
Moncton,pr13,Atlantic,9210,3935,3740,9405,5,9410,97.87460149,41.81721573
Moncton,pr13,Atlantic,66105,32955,31275,67785,145,67930,97.31341086,48.51317533
Salisbury,pr13,Atlantic,3360,480,475,3365,0,3365,99.85141159,14.26448737
Salisbury,pr13,Atlantic,2195,395,395,2195,0,2195,100,17.99544419
Petitcodiac,pr13,Atlantic,1430,165,165,1430,0,1430,100,11.53846154
Dieppe,pr13,Atlantic,20605,19145,16905,22845,30,22875,90.07650273,83.69398907
Shediac,pr13,Atlantic,5290,4820,4410,5700,0,5700,92.80701754,84.56140351
Dundas,pr13,Atlantic,5710,5540,5000,6250,0,6250,91.36,88.64
Buctouche 16,pr13,Atlantic,80,15,15,80,0,80,100,18.75
Wellington,pr13,Atlantic,2970,3030,2675,3325,0,3325,89.32330827,91.12781955
Bouctouche,pr13,Atlantic,1985,2205,1875,2315,0,2315,85.74514039,95.24838013
Saint Mary,pr13,Atlantic,1750,1815,1570,1995,0,1995,87.71929825,90.97744361
Saint-Antoine,pr13,Atlantic,1465,1610,1400,1675,0,1675,87.46268657,96.11940299
Saint-Paul,pr13,Atlantic,790,625,550,865,0,865,91.32947977,72.25433526
Harcourt,pr13,Atlantic,385,145,145,385,0,385,100,37.66233766
Weldford,pr13,Atlantic,1305,345,335,1315,0,1315,99.23954373,26.23574144
Richibucto 15,pr13,Atlantic,1980,80,80,1980,10,1990,99.49748744,4.020100503
Richibucto,pr13,Atlantic,1810,1485,1330,1965,0,1965,92.11195929,75.57251908
Rexton,pr13,Atlantic,775,395,385,785,0,785,98.72611465,50.31847134
Richibucto,pr13,Atlantic,1180,1050,970,1260,10,1270,92.91338583,82.67716535
Saint-Charles,pr13,Atlantic,1805,1835,1660,1980,0,1980,91.16161616,92.67676768
Indian Island 28,pr13,Atlantic,95,5,5,95,0,95,100,5.263157895
Saint-Louis,pr13,Atlantic,1490,1625,1415,1700,0,1700,87.64705882,95.58823529
Saint-Louis de Kent,pr13,Atlantic,700,780,650,830,0,830,84.3373494,93.97590361
Acadieville,pr13,Atlantic,610,695,575,730,0,730,83.56164384,95.20547945
Carleton,pr13,Atlantic,635,665,525,775,0,775,81.93548387,85.80645161
